Annee;Mois;Prix_Ble;Prix_Mais;Prix_Orge;Prix_Sarrasin;Prix_Seigle;Prix_Tournesol;Prix_Moutarde;Temperature;Pression;Pluviometrie;Prix_Petrole;Valeur_Euro;Inflation;Prix_Eau;Prix_Gaz;Prix_Electricite
2012;4;275,0;255,0;255,0;685,0;265,0;590,0;1220,0;10,5;1010,2;112,4;119,8;1,32;2,1;3,62;45,2;48,2
2012;5;285,0;265,0;265,0;695,0;275,0;610,0;1260,0;15,0;1015,4;74,1;110,3;1,28;2,0;3,62;45,2;45,1
2012;6;295,0;275,0;275,0;710,0;285,0;630,0;1300,0;18,1;1015,1;78,2;95,2;1,25;1,9;3,62;45,2;42,4
2012;7;305,0;285,0;285,0;730,0;295,0;650,0;1350,0;19,1;1015,9;72,1;102,7;1,23;1,9;3,62;46,1;44,1
2012;8;315,0;295,0;295,0;750,0;305,0;680,0;1400,0;21,5;1017,2;42,1;113,1;1,24;2,1;3,62;46,1;45,8
2012;9;300,0;280,0;280,0;730,0;290,0;640,0;1350,0;16,7;1018,4;48,6;113,0;1,29;1,9;3,62;46,1;48,2
2012;10;285,0;265,0;265,0;710,0;275,0;610,0;1300,0;13,4;1013,2;92,4;111,5;1,3;1,7;3,62;47,5;52,1
2012;11;280,0;260,0;260,0;700,0;270,0;580,0;1250,0;8,5;1014,5;88,1;109,1;1,28;1,4;3,62;47,5;58,4
2012;12;275,0;255,0;255,0;690,0;265,0;560,0;1200,0;6,1;1015,8;102,4;109,2;1,31;1,3;3,62;47,5;62,1
2013;1;270,0;250,0;250,0;695,0;260,0;550,0;1180,0;3,3;1016,7;72,1;112,3;1,33;1,2;3,75;48,2;58,2
2013;2;265,0;245,0;245,0;690,0;255,0;530,0;1150,0;2,5;1018,9;52,4;116,1;1,34;1,0;3,75;48,2;55,1
2013;3;260,0;240,0;240,0;685,0;250,0;510,0;1120,0;6,4;1011,5;68,1;108,5;1,3;1,0;3,75;48,2;52,4
2013;4;245,0;225,0;225,0;675,0;235,0;480,0;1080,0;10,9;1014,2;55,4;102,3;1,3;0,7;3,75;47,8;48,2
2013;5;235,0;215,0;215,0;665,0;225,0;460,0;1040,0;12,1;1012,1;102,1;102,5;1,3;0,8;3,75;47,8;42,1
2013;6;225,0;205,0;205,0;655,0;215,0;440,0;1000,0;17,1;1017,5;52,4;103,0;1,32;0,9;3,75;47,8;40,8
2013;7;215,0;195,0;195,0;645,0;205,0;420,0;960,0;21,8;1018,2;32,1;107,4;1,31;1,1;3,75;46,5;38,4
2013;8;210,0;190,0;190,0;640,0;200,0;410,0;940,0;20,3;1017,1;42,1;110,4;1,33;0,9;3,75;46,5;39,1
2013;9;205,0;185,0;185,0;635,0;195,0;400,0;920,0;17,3;1017,8;55,4;111,6;1,33;0,9;3,75;46,5;42,4
2013;10;200,0;180,0;180,0;630,0;190,0;390,0;900,0;14,1;1013,5;112,4;109,4;1,36;0,6;3,75;45,2;45,8
2013;11;205,0;185,0;185,0;635,0;195,0;400,0;920,0;7,4;1015,2;94,2;107,8;1,35;0,7;3,75;45,2;48,2
2013;12;210,0;190,0;190,0;640,0;200,0;410,0;950,0;5,5;1021,4;52,1;110,7;1,37;0,7;3,75;45,2;50,1
2014;1;215,0;195,0;185,0;645,0;205,0;415,0;960,0;7,5;1012,5;112,4;107,5;1,36;0,6;3,82;44,8;48,2
2014;2;220,0;200,0;190,0;650,0;210,0;420,0;970,0;7,8;1008,4;118,2;108,8;1,37;0,9;3,82;44,8;45,1
2014;3;225,0;205,0;195,0;655,0;215,0;430,0;980,0;9,8;1019,2;32,1;107,4;1,38;0,6;3,82;44,8;42,4
2014;4;220,0;200,0;190,0;650,0;210,0;425,0;970,0;12,8;1015,1;42,1;107,7;1,38;0,7;3,82;43,5;38,2
2014;5;215,0;195,0;185,0;645,0;205,0;420,0;960,0;14,4;1015,8;55,4;109,2;1,37;0,7;3,82;43,5;35,1
2014;6;210,0;190,0;180,0;640,0;200,0;410,0;940,0;19,1;1018,1;48,2;111,8;1,36;0,5;3,82;43,5;32,8
2014;7;200,0;180,0;170,0;630,0;190,0;400,0;920,0;19,6;1014,2;88,1;106,8;1,35;0,5;3,82;42,1;34,2
2014;8;195,0;175,0;165,0;625,0;185,0;390,0;900,0;18,6;1014,8;74,2;101,6;1,33;0,4;3,82;42,1;35,1
2014;9;190,0;170,0;160,0;620,0;180,0;380,0;880,0;18,9;1019,5;22,1;97,1;1,29;0,3;3,82;42,1;38,4
2014;10;185,0;165,0;155,0;615,0;175,0;370,0;860,0;15,7;1015,2;72,4;87,4;1,27;0,5;3,82;40,8;42,1
2014;11;190,0;170,0;160,0;620,0;180,0;380,0;880,0;11,1;1014,1;112,1;79,2;1,25;0,3;3,82;40,8;45,8
2014;12;195,0;175,0;165,0;625,0;185,0;390,0;900,0;5,7;1020,2;55,4;62,3;1,23;0,1;3,82;40,8;48,2
2015;1;200,0;180,0;160,0;630,0;190,0;400,0;910,0;4,7;1020,1;74,1;49,8;1,16;-0,4;3,88;39,2;45,1
2015;2;205,0;185,0;165,0;635,0;195,0;410,0;920,0;4,5;1017,5;52,4;58,1;1,14;-0,3;3,88;39,2;42,4
2015;3;210,0;190,0;170,0;640,0;200,0;420,0;930,0;8,7;1018,4;48,2;55,9;1,08;-0,1;3,88;39,2;40,1
2015;4;205,0;185,0;165,0;645,0;195,0;415,0;925,0;12,8;1016,2;52,1;59,4;1,08;0,1;3,88;38,1;38,2
2015;5;200,0;180,0;160,0;640,0;190,0;410,0;920,0;15,2;1016,8;58,4;64,1;1,11;0,3;3,88;38,1;35,4
2015;6;195,0;175,0;155,0;635,0;185,0;405,0;910,0;19,8;1017,4;32,1;61,3;1,12;0,3;3,88;38,1;32,1
2015;7;190,0;170,0;150,0;630,0;180,0;400,0;900,0;21,9;1016,5;28,4;56,5;1,1;0,2;3,88;37,4;33,8
2015;8;185,0;165,0;145,0;625,0;175,0;395,0;890,0;21,4;1015,2;82,1;48,2;1,11;0,2;3,88;37,4;34,2
2015;9;180,0;160,0;140,0;620,0;170,0;390,0;880,0;15,8;1017,1;52,4;48,4;1,12;0,0;3,88;37,4;36,1
2015;10;185,0;165,0;145,0;630,0;175,0;400,0;900,0;12,1;1016,2;48,2;49,3;1,12;0,1;3,88;36,5;38,4
2015;11;190,0;170,0;150,0;640,0;180,0;410,0;920,0;10,6;1019,4;42,1;45,8;1,07;0,0;3,88;36,5;42,1
2015;12;195,0;175,0;155,0;650,0;185,0;420,0;940,0;9,5;1025,2;12,4;38,9;1,09;0,2;3,88;36,5;45,2
2016;1;190,0;170,0;150,0;655,0;180,0;425,0;950,0;6,6;1014,2;88,2;31,9;1,09;0,2;3,92;35,2;38,4
2016;2;185,0;165,0;145,0;650,0;175,0;420,0;940,0;7,0;1012,1;84,1;33,5;1,1;-0,2;3,92;34,1;35,1
2016;3;180,0;160,0;140,0;645,0;170,0;415,0;930,0;7,9;1015,8;62,4;39,8;1,11;-0,1;3,92;33,2;32,4
2016;4;175,0;155,0;135,0;640,0;165,0;410,0;920,0;11,4;1013,5;74,8;43,3;1,13;-0,2;3,92;32,5;28,2
2016;5;170,0;150,0;130,0;635,0;160,0;405,0;910,0;14,5;1014,2;92,1;47,6;1,13;0,0;3,92;32,5;26,5
2016;6;165,0;145,0;125,0;630,0;155,0;400,0;900,0;18,1;1014,8;88,4;49,8;1,12;0,2;3,92;32,5;28,1
2016;7;170,0;150,0;130,0;635,0;160,0;410,0;920,0;20,6;1017,5;32,1;46,5;1,11;0,2;3,92;31,8;30,2
2016;8;175,0;155,0;135,0;640,0;165,0;420,0;940,0;21,2;1017,9;22,4;47,1;1,12;0,2;3,92;31,8;32,4
2016;9;180,0;160,0;140,0;650,0;170,0;430,0;960,0;19,0;1017,2;48,2;47,2;1,12;0,4;3,92;31,8;38,1
2016;10;185,0;165,0;145,0;660,0;175,0;440,0;980,0;12,3;1020,1;32,1;51,4;1,1;0,4;3,92;32,4;55,4
2016;11;190,0;170,0;150,0;670,0;180,0;450,0;1000,0;8,2;1014,5;82,4;47,1;1,08;0,5;3,92;33,5;62,1
2016;12;195,0;175,0;155,0;680,0;185,0;460,0;1050,0;4,6;1024,8;15,4;54,9;1,05;0,6;3,92;34,8;65,4
2017;1;200,0;180,0;160,0;685,0;190,0;465,0;1060,0;1,8;1025,1;28,4;55,5;1,06;1,3;3,96;35,5;58,2
2017;2;195,0;175,0;155,0;680,0;185,0;460,0;1050,0;8,0;1016,8;52,1;56,0;1,06;1,2;3,96;36,2;55,1
2017;3;190,0;170,0;150,0;675,0;180,0;455,0;1040,0;10,9;1015,2;74,8;52,5;1,07;1,1;3,96;36,8;45,2
2017;4;185,0;165,0;145,0;670,0;175,0;450,0;1030,0;11,7;1019,4;15,4;53,8;1,07;1,2;3,96;35,4;38,4
2017;5;180,0;160,0;140,0;665,0;170,0;445,0;1020,0;16,5;1016,2;52,1;51,4;1,1;0,8;3,96;34,2;35,1
2017;6;175,0;155,0;135,0;660,0;165,0;440,0;1000,0;21,2;1017,1;42,1;47,4;1,12;0,7;3,96;34,2;34,2
2017;7;180,0;160,0;140,0;665,0;170,0;445,0;1020,0;20,7;1016,4;52,4;49,2;1,15;0,7;3,96;33,8;36,1
2017;8;185,0;165,0;145,0;675,0;175,0;450,0;1040,0;21,2;1016,8;48,2;51,9;1,18;0,9;3,96;34,5;38,2
2017;9;190,0;170,0;150,0;685,0;180,0;460,0;1060,0;15,9;1015,1;74,1;55,5;1,19;1,0;3,96;35,1;42,1
2017;10;195,0;175,0;155,0;695,0;185,0;470,0;1080,0;14,4;1019,8;22,4;57,6;1,18;1,1;3,96;36,4;48,2
2017;11;200,0;180,0;160,0;705,0;190,0;480,0;1100,0;7,9;1018,2;78,2;62,9;1,17;1,2;3,96;38,2;55,4
2017;12;205,0;185,0;165,0;715,0;195,0;490,0;1120,0;5,7;1014,5;88,1;64,1;1,18;1,2;3,96;39,5;58,1
2018;1;210,0;190,0;170,0;720,0;200,0;495,0;1130,0;8,4;1013,2;118,2;69,1;1,22;1,3;4,02;40,2;52,4
2018;2;215,0;195,0;175,0;725,0;205,0;500,0;1140,0;2,7;1021,4;52,4;65,7;1,23;1,2;4,02;41,5;55,8
2018;3;220,0;200,0;180,0;730,0;210,0;505,0;1150,0;8,4;1012,5;88,2;66,7;1,23;1,6;4,02;42,1;50,1
2018;4;225,0;205,0;185,0;735,0;215,0;510,0;1160,0;13,8;1013,8;74,1;71,8;1,23;1,6;4,02;39,8;45,2
2018;5;230,0;210,0;190,0;740,0;220,0;515,0;1180,0;16,3;1014,1;72,1;77,0;1,18;2,0;4,02;38,5;42,1
2018;6;235,0;215,0;195,0;750,0;225,0;520,0;1200,0;19,6;1017,2;68,4;75,9;1,17;2,0;4,02;38,5;44,5
2018;7;240,0;220,0;200,0;760,0;230,0;525,0;1250,0;23,1;1017,9;32,1;74,4;1,17;2,3;4,02;39,2;48,2
2018;8;250,0;230,0;210,0;780,0;240,0;535,0;1300,0;22,1;1016,4;42,6;73,8;1,15;2,3;4,02;40,4;52,1
2018;9;245,0;225,0;205,0;770,0;235,0;520,0;1280,0;19,0;1019,1;28,4;79,1;1,17;2,2;4,02;42,8;58,4
2018;10;240,0;220,0;200,0;760,0;230,0;505,0;1260,0;14,4;1015,4;74,1;80,6;1,15;2,2;4,02;44,1;65,2
2018;11;235,0;215,0;195,0;750,0;225,0;495,0;1240,0;9,2;1014,8;72,4;65,9;1,14;1,9;4,02;43,5;62,1
2018;12;230,0;210,0;190,0;740,0;220,0;485,0;1220,0;7,2;1016,2;82,1;57,4;1,14;1,6;4,02;42,2;58,2
2019;1;225,0;205,0;185,0;745,0;215,0;480,0;1200,0;3,8;1021,5;55,4;60,2;1,14;1,2;4,08;41,5;55,1
2019;2;220,0;200,0;180,0;740,0;210,0;475,0;1180,0;8,0;1023,1;32,1;64,4;1,13;1,3;4,08;40,2;52,4
2019;3;215,0;195,0;175,0;735,0;205,0;470,0;1160,0;10,1;1019,4;52,4;67,0;1,13;1,1;4,08;38,8;48,2
2019;4;210,0;190,0;170,0;730,0;200,0;465,0;1140,0;11,8;1012,4;48,2;71,2;1,12;1,3;4,08;36,4;42,1
2019;5;205,0;185,0;165,0;725,0;195,0;460,0;1120,0;13,4;1015,8;55,1;70,3;1,12;0,9;4,08;34,2;38,4
2019;6;200,0;180,0;160,0;720,0;190,0;455,0;1100,0;20,1;1015,1;62,4;63,0;1,13;1,2;4,08;32,1;32,1
2019;7;195,0;175,0;155,0;715,0;185,0;450,0;1080,0;23,0;1016,2;22,1;64,2;1,12;1,1;4,08;30,5;34,2
2019;8;190,0;170,0;150,0;710,0;180,0;445,0;1060,0;21,4;1016,8;42,1;59,5;1,11;1,0;4,08;30,8;35,8
2019;9;195,0;175,0;155,0;715,0;185,0;455,0;1080,0;18,0;1018,4;52,4;62,8;1,1;0,9;4,08;32,4;38,1
2019;10;200,0;180,0;160,0;725,0;190,0;465,0;1100,0;15,0;1012,5;112,1;59,7;1,1;0,8;4,08;33,5;42,1
2019;11;205,0;185,0;165,0;735,0;195,0;475,0;1120,0;8,6;1009,4;124,5;62,7;1,1;1,0;4,08;35,2;45,8
2019;12;210,0;190,0;170,0;745,0;200,0;485,0;1150,0;7,7;1015,4;118,2;67,3;1,11;1,5;4,08;36,8;48,2
2020;1;215,0;195,0;175,0;750,0;205,0;490,0;1160,0;7,1;1024,2;42,1;63,7;1,11;1,5;4,15;35,4;38,2
2020;2;220,0;200,0;180,0;755,0;210,0;495,0;1180,0;9,4;1018,2;74,8;55,5;1,09;1,4;4,15;34,2;32,1
2020;3;225,0;205,0;185,0;765,0;215,0;485,0;1200,0;9,4;1016,5;62,4;32,0;1,11;0,7;4,15;30,1;25,4
2020;4;220,0;200,0;180,0;760,0;210,0;470,0;1180,0;14,1;1016,1;32,1;18,4;1,09;0,3;4,15;25,4;15,2
2020;5;215,0;195,0;175,0;755,0;205,0;465,0;1150,0;16,5;1017,2;48,2;32,4;1,09;0,4;4,15;22,8;18,4
2020;6;210,0;190,0;170,0;750,0;200,0;475,0;1120,0;18,7;1014,5;72,1;40,3;1,12;0,2;4,15;21,5;22,1
2020;7;220,0;200,0;180,0;760,0;210,0;490,0;1150,0;21,6;1018,1;22,4;43,2;1,14;0,8;4,15;22,4;32,4
2020;8;230,0;210,0;190,0;780,0;220,0;520,0;1200,0;22,6;1015,8;42,1;44,7;1,18;0,2;4,15;24,8;35,1
2020;9;240,0;220,0;200,0;800,0;230,0;550,0;1250,0;19,0;1017,4;52,4;40,9;1,18;0,0;4,15;28,2;42,1
2020;10;250,0;230,0;210,0;820,0;240,0;580,0;1300,0;13,0;1011,2;118,2;40,2;1,18;0,0;4,15;31,5;45,8
2020;11;260,0;240,0;220,0;840,0;250,0;610,0;1400,0;10,4;1021,4;52,1;44,0;1,19;0,2;4,15;34,8;48,2
2020;12;270,0;250,0;230,0;850,0;260,0;640,0;1500,0;6,5;1013,2;112,4;50,0;1,22;0,0;4,15;38,2;52,1
2021;1;275,0;255,0;235,0;860,0;265,0;660,0;1550,0;4,4;1019,4;82,1;55,3;1,22;0,6;4,22;40,5;55,4
2021;2;280,0;260,0;240,0;870,0;270,0;680,0;1600,0;8,2;1017,1;62,4;62,3;1,21;0,6;4,22;42,8;52,1
2021;3;290,0;270,0;250,0;885,0;280,0;710,0;1700,0;9,0;1022,4;22,1;65,4;1,19;1,1;4,22;45,2;58,2
2021;4;300,0;280,0;260,0;900,0;290,0;740,0;1800,0;10,4;1014,8;38,2;64,8;1,2;1,2;4,22;48,1;62,4
2021;5;315,0;295,0;275,0;920,0;305,0;780,0;1950,0;13,6;1013,5;88,1;68,3;1,21;1,4;4,22;52,4;75,1
2021;6;330,0;310,0;290,0;940,0;320,0;820,0;2100,0;20,3;1016,2;74,2;73,2;1,21;1,5;4,22;65,8;88,4
2021;7;345,0;325,0;305,0;960,0;335,0;860,0;2300,0;19,8;1014,8;78,4;75,2;1,18;1,2;4,22;82,1;95,2
2021;8;365,0;345,0;325,0;980,0;355,0;910,0;2500,0;19,4;1017,5;42,1;70,7;1,18;1,9;4,22;95,4;115,4
2021;9;385,0;365,0;345,0;1010,0;375,0;970,0;2800,0;18,5;1017,1;48,2;74,5;1,18;2,2;4,22;115,2;165,2
2021;10;405,0;385,0;365,0;1050,0;395,0;1050,0;3100,0;13,3;1016,4;52,4;83,5;1,16;2,6;4,22;142,8;215,1
2021;11;425,0;405,0;385,0;1080,0;415,0;1150,0;3500,0;7,8;1020,1;32,1;81,1;1,14;2,8;4,22;128,4;245,8
2021;12;445,0;425,0;405,0;1100,0;435,0;1250,0;4000,0;6,6;1016,8;84,2;74,4;1,13;2,8;4,22;165,2;382,1
2022;1;455,0;435,0;415,0;1120,0;445,0;1300,0;4500,0;4,5;1022,4;32,1;86,5;1,13;2,9;4,35;185,4;452,1
2022;2;475,0;455,0;435,0;1150,0;465,0;1450,0;5000,0;8,2;1021,1;22,4;97,1;1,12;3,6;4,35;202,1;485,4
2022;3;500,0;480,0;460,0;1200,0;490,0;1650,0;6000,0;10,5;1018,4;38,2;117,3;1,1;4,5;4,35;245,8;545,2
2022;4;470,0;450,0;430,0;1180,0;460,0;1450,0;5500,0;12,1;1014,1;42,1;104,6;1,08;4,8;4,35;198,2;412,1
2022;5;450,0;430,0;410,0;1150,0;440,0;1300,0;5000,0;17,8;1017,8;18,4;113,3;1,06;5,2;4,35;185,4;385,4
2022;6;430,0;410,0;390,0;1120,0;420,0;1150,0;4500,0;21,2;1017,2;62,4;122,7;1,05;5,8;4,35;212,1;422,1
2022;7;400,0;380,0;360,0;1080,0;390,0;1000,0;4000,0;23,2;1019,5;9,6;111,9;1,02;6,1;4,35;285,4;615,2
2022;8;370,0;350,0;330,0;1050,0;360,0;850,0;3500,0;23,7;1016,8;32,1;100,5;1,01;5,9;4,35;315,2;852,1
2022;9;350,0;330,0;310,0;1020,0;340,0;750,0;3000,0;18,1;1014,5;55,4;89,8;0,99;5,6;4,35;242,1;425,1
2022;10;330,0;310,0;290,0;980,0;320,0;650,0;2500,0;17,2;1018,2;42,1;93,3;0,98;6,2;4,35;165,4;215,4
2022;11;310,0;290,0;270,0;950,0;300,0;580,0;2200,0;10,8;1015,4;74,8;91,1;1,02;6,2;4,35;112,8;185,2
2022;12;290,0;270,0;250,0;920,0;280,0;530,0;2000,0;5,7;1012,8;88,2;81,1;1,06;5,9;4,35;95,4;162,1
2023;1;280,0;260,0;240,0;910,0;270,0;510,0;1900,0;5,6;1020,5;52,4;82,5;1,08;6,0;4,58;88,2;145,2
2023;2;270,0;250,0;230,0;900,0;260,0;490,0;1800,0;6,0;1025,4;12,4;82,1;1,07;6,3;4,58;75,4;132,1
2023;3;260,0;240,0;220,0;890,0;250,0;470,0;1700,0;10,2;1012,1;88,1;78,4;1,07;5,7;4,58;62,1;115,4
2023;4;255,0;235,0;215,0;880,0;245,0;460,0;1650,0;11,9;1015,2;55,4;84,1;1,1;5,9;4,58;58,4;102,1
2023;5;250,0;230,0;210,0;870,0;240,0;450,0;1600,0;15,6;1016,4;52,1;75,5;1,09;5,1;4,58;52,1;92,4
2023;6;245,0;225,0;205,0;860,0;235,0;440,0;1550,0;21,5;1016,1;58,4;74,9;1,08;4,5;4,58;48,5;88,1
2023;7;240,0;220,0;200,0;850,0;230,0;430,0;1500,0;21,1;1015,8;42,1;80,1;1,11;4,3;4,58;45,2;85,2
2023;8;235,0;215,0;195,0;840,0;225,0;420,0;1450,0;22,0;1015,4;52,4;85,1;1,09;4,9;4,58;48,1;90,1
2023;9;240,0;220,0;200,0;850,0;230,0;430,0;1500,0;21,1;1017,2;55,4;92,6;1,07;4,9;4,58;52,4;95,4
2023;10;245,0;225,0;205,0;860,0;235,0;440,0;1550,0;16,4;1014,1;118,2;90,6;1,06;4,0;4,58;55,8;88,2
2023;11;250,0;230,0;210,0;870,0;240,0;450,0;1600,0;9,2;1011,2;128,4;82,0;1,08;3,5;4,58;52,4;82,1
2023;12;255,0;235,0;215,0;880,0;245,0;460,0;1650,0;7,1;1015,8;82,1;77,6;1,09;3,7;4,58;48,2;78,4
2024;1;260,0;240,0;220,0;885,0;250,0;455,0;1620,0;5,4;1016,4;68,4;80,1;1,09;3,1;4,72;45,2;75,2
2024;2;265,0;245,0;225,0;890,0;255,0;465,0;1640,0;9,5;1012,1;88,2;83,5;1,08;3,0;4,72;42,8;72,1
2024;3;270,0;250,0;230,0;895,0;260,0;475,0;1660,0;10,6;1011,4;102,4;85,4;1,09;2,3;4,72;40,1;68,4
2024;4;275,0;255,0;235,0;900,0;265,0;485,0;1680,0;12,4;1014,8;52,1;89,0;1,07;2,2;4,72;38,5;62,1
2024;5;280,0;260,0;240,0;905,0;270,0;495,0;1700,0;15,2;1015,2;88,4;83,2;1,08;2,3;4,72;39,2;55,4
2024;6;285,0;265,0;245,0;910,0;275,0;505,0;1720,0;18,0;1016,1;62,1;82,6;1,07;2,2;4,72;40,8;45,2
2024;7;275,0;255,0;235,0;905,0;265,0;490,0;1700,0;20,4;1016,4;52,4;85,3;1,08;2,3;4,72;42,1;48,1
2024;8;265,0;245,0;225,0;900,0;255,0;475,0;1680,0;21,8;1016,8;48,2;79,0;1,1;1,8;4,72;44,5;52,4
2024;9;255,0;235,0;215,0;895,0;245,0;460,0;1660,0;17,8;1015,4;74,1;73,1;1,11;1,1;4,72;45,8;55,8
2024;10;250,0;230,0;210,0;890,0;240,0;450,0;1640,0;15,1;1013,2;92,4;75,5;1,09;1,2;4,72;47,2;62,1
2024;11;255,0;235,0;215,0;895,0;245,0;460,0;1660,0;8,5;1016,1;78,2;73,2;1,08;1,3;4,72;48,5;68,4
2024;12;260,0;240,0;220,0;900,0;250,0;470,0;1680,0;6,4;1017,5;62,1;74,8;1,08;1,5;4,72;46,2;72,1
2025;1;265,0;245,0;225,0;905,0;255,0;475,0;1700,0;4,2;1018,2;55,2;76,5;1,07;1,6;4,85;45,5;74,5
2025;2;270,0;250,0;230,0;910,0;260,0;485,0;1720,0;6,8;1020,4;48,6;79,2;1,06;1,8;4,85;44,2;72,8
2025;3;275,0;255,0;235,0;915,0;265,0;495,0;1740,0;9,5;1017,1;52,1;82,1;1,08;2,0;4,85;43,8;70,1
2025;4;280,0;260,0;240,0;920,0;270,0;505,0;1760,0;11,8;1015,5;58,4;84,5;1,09;1,9;4,85;42,5;68,2
2025;5;285,0;265,0;245,0;925,0;275,0;515,0;1780,0;16,2;1016,2;62,1;81,2;1,1;1,8;4,85;42,1;65,4
2025;6;290,0;270,0;250,0;930,0;280,0;525,0;1800,0;20,5;1016,8;42,4;78,4;1,11;1,7;4,85;41,8;62,1
2025;7;285,0;265,0;245,0;925,0;275,0;510,0;1780,0;22,8;1017,4;38,2;79,1;1,1;1,9;4,85;42,5;63,5
2025;8;280,0;260,0;240,0;920,0;270,0;500,0;1760,0;22,1;1016,5;45,1;80,5;1,09;2,1;4,85;43,4;65,2
2025;9;275,0;255,0;235,0;915,0;265,0;490,0;1740,0;18,2;1016,9;52,4;82,3;1,08;2,2;4,85;44,8;68,1
2025;10;270,0;250,0;230,0;910,0;260,0;480,0;1720,0;14,5;1015,8;74,8;84,1;1,09;2,0;4,85;45,2;70,4
2025;11;275,0;255,0;235,0;915,0;265,0;490,0;1740,0;9,0;1017,1;82,1;83,5;1,07;1,9;4,85;46,1;72,5
2025;12;280,0;260,0;240,0;920,0;270,0;500,0;1760,0;6,0;1018,4;72,4;85,0;1,08;1,8;4,85;45,8;71,8
2026;1;285,0;265,0;245,0;925,0;275,0;510,0;1780,0;5,2;1019,1;65,4;82,4;1,09;1,9;4,95;45,1;72,4
2026;2;292,0;272,0;252,0;935,0;282,0;520,0;1820,0;7,8;1015,4;72,1;84,2;1,08;2,1;4,95;44,8;70,2
2026;3;298,0;278,0;258,0;945,0;288,0;535,0;1850,0;10,1;1012,8;84,5;87,1;1,09;2,3;4,95;43,5;68,1
2026;4;305,0;285,0;265,0;960,0;295,0;550,0;1880,0;13,4;1014,5;52,8;89,5;1,07;2,4;4,95;42,2;65,8
